Press_mm_hg,RH_1,RH_2,RH_3,RH_7,RH_8,RH_9,T3,T4,T6,T7,T8,T9,Visibility,Windspeed,lights,month_2,month_3,month_4,month_5,Appliances
754.3,41.2,45.56,38.32666667,33.82666667,41.06,41.6,22.79,21.93,5.496666667,20.5,22.2,20.29,8.0,1.0,2.995732273553991,0,0,1,0,4.248495242049359
763.5666667,36.09,40.56,35.7,28.7,37.86333333,37.62666667,21.29,20.79,3.163333333,20.0,21.76,19.73,9.5,3.0,0.0,0,1,0,0,3.912023005428146
751.7333333,44.53,45.03,42.5,41.96666667,48.56,47.356,21.5,20.39,9.5125,18.39,21.0,18.79,44.33333333,8.0,0.0,1,0,0,0,4.0943445622221
756.0666667,38.79,41.9,37.7,37.29,42.66333333,40.06,22.13333333,21.0,6.0,20.0,23.0,19.79,62.0,2.0,0.0,0,1,0,0,3.688879454113936
754.9166667,39.66333333,40.66333333,38.26666667,35.69428571,42.5,41.13333333,21.03333333,20.0,1.463333333,18.92142857,20.39,18.0,44.16666667,1.0,0.0,1,0,0,0,4.382026634673881
764.65,39.79,38.62666667,42.53,40.7,48.3,44.32666667,21.39,20.39,0.866666667,19.55,21.05,17.79,24.5,3.5,0.0,0,0,0,0,3.688879454113936
755.9,48.22333333,47.12142857,39.9,42.46,47.79,46.32666667,25.89,24.23,17.56333333,23.89,23.89,22.79,57.0,2.333333333,0.0,0,0,0,1,4.248495242049359
757.95,49.26666667,47.36,42.73333333,38.272,46.79,42.83333333,25.96333333,24.2,16.76,23.79,24.63333333,23.1,40.0,6.833333333,0.0,0,0,0,1,4.787491742782046
757.0,40.2,38.29,37.4,29.34,36.33333333,39.79,20.29,19.16666667,9.4,19.0,20.06666667,17.79,40.0,3.333333333,0.0,0,1,0,0,3.912023005428146
766.6166667,33.99,33.3,34.22333333,24.39,29.85666667,37.7,24.03,21.0,7.69,23.1,22.46333333,19.7,25.0,4.333333333,2.302585092994046,0,1,0,0,6.363028103540465
751.1,45.96333333,47.56,41.18125,42.42,49.46,48.79571429,26.48625,25.1,15.19,24.12,25.236,24.0,35.0,3.0,0.0,0,0,0,1,4.0943445622221
764.4,37.09,33.73,37.59,31.456,37.26,39.0,23.29,23.1,14.56333333,22.0,23.13333333,20.39,36.33333333,4.0,0.0,0,0,0,1,4.0943445622221
759.8333333,39.32666667,41.23,40.79,39.09,45.59,44.35285714,21.1,19.7,-2.326666667,19.0,20.2,18.25142857,37.83333333,1.166666667,2.302585092994046,1,0,0,0,3.688879454113936
748.8333333,38.4,40.0,36.29,31.7,43.93,38.0,21.7,21.2,2.26,20.5,22.85666667,19.5,40.0,2.666666667,0.0,0,0,1,0,4.0943445622221
741.1,46.86333333,45.36333333,45.29,45.79,54.0,50.0,20.2,19.29,4.9,17.89,19.0,17.2,29.0,5.0,2.302585092994046,0,0,0,0,3.688879454113936
755.6333333,37.66,36.09,36.51285714,28.0,36.06,37.73,19.71285714,20.0,4.475,17.79,20.0,17.79,21.66666667,4.0,2.995732273553991,1,0,0,0,5.19295685089021
757.15,37.59,39.59,35.96666667,32.4,39.82666667,37.0,20.29,18.7,2.1,17.89,19.5,17.39,49.0,2.5,0.0,0,1,0,0,3.4011973816621555
754.25,40.23,40.2,40.036,40.29,46.62666667,44.29,22.1,18.1,9.89,17.79,21.06666667,17.79,23.33333333,7.166666667,0.0,1,0,0,0,4.382026634673881
750.1,52.552,51.77966967,46.28,45.89265766,53.74,50.4,27.278,23.7990991,19.3581982,23.62882883,24.732,23.252,40.0,4.0,2.302585092994046,0,0,0,1,4.0943445622221
756.15,48.32666667,39.56714286,41.96333333,42.834,48.4,46.23,27.53333333,24.46333333,23.39,23.83,23.79,23.03333333,64.0,1.5,0.0,0,0,0,1,6.429719478039138
770.2,44.43333333,44.29,42.29,39.46111111,49.18111111,43.79,17.39,15.19,8.63,15.6,16.61666667,15.0,57.5,4.0,2.302585092994046,0,0,0,0,5.247024072160486
739.2666667,38.29571429,37.58142857,37.02857143,31.05428571,38.09,38.44285714,22.79,19.1,6.64,19.2,20.35666667,18.52857143,28.66666667,1.0,0.0,0,1,0,0,4.248495242049359
765.1333333,33.76,35.16333333,34.59,27.56666667,35.2,39.2,20.2,20.29,6.796666667,21.29,22.76,18.5,57.66666667,2.166666667,0.0,0,1,0,0,5.521460917862246
762.45,37.43333333,40.59,36.5,30.6,41.15666667,39.2,21.29,19.7,6.09,19.29,21.7,19.6,63.5,3.0,0.0,0,1,0,0,4.0943445622221
750.8666667,46.56,46.7,42.82666667,43.96666667,48.56,47.09,21.96333333,20.2,10.76333333,18.5,20.5,18.7,46.0,6.0,0.0,1,0,0,0,4.0943445622221
759.6,43.76,43.29,44.66333333,42.42777778,52.245,48.16333333,20.0,16.6,9.13,16.81777778,19.0,16.29,40.0,10.0,0.0,0,0,0,0,3.688879454113936
761.1,40.86333333,43.4375,37.254,33.7,41.43333333,42.37142857,24.6,22.96333333,10.36,23.2,24.42666667,22.79,29.0,2.0,0.0,0,0,0,1,4.382026634673881
748.0,39.26,40.13333333,38.93333333,30.73,38.86333333,36.22333333,20.26,18.6,0.433333333,17.89,21.89,17.66666667,41.5,1.5,0.0,0,1,0,0,5.966146739123692
760.5666667,38.79,43.23,37.36,31.0,39.59,39.0225,22.39,22.73857143,0.433333333,20.89,22.56666667,20.5,27.5,1.0,2.302585092994046,0,0,1,0,3.912023005428146
756.9333333,37.22666667,35.56,36.00857143,29.675,37.17857143,35.218,19.89,18.39,2.863333333,17.5,20.29,17.39,31.0,2.666666667,2.302585092994046,1,0,0,0,4.605170185988092
750.2166667,42.4,38.93333333,37.82666667,34.13714286,38.83333333,39.59,22.1,20.5,14.53333333,21.23857143,22.5,20.5,28.33333333,5.833333333,0.0,0,0,1,0,4.382026634673881
752.8,39.9,38.2,38.29,33.516,37.32666667,41.59,22.39,21.53333333,12.66428571,21.912,22.13333333,20.79,40.0,8.0,0.0,0,0,1,0,4.0943445622221
767.4333333,38.36,42.56,37.09666667,31.29,42.82666667,41.29,22.23,21.29,0.866666667,20.29,21.7,20.0,28.0,1.666666667,0.0,0,0,1,0,3.4011973816621555
753.2833333,39.0,38.09,38.12666667,32.06,38.65666667,37.7,22.5,21.5,14.06666667,20.85666667,24.29,20.39,40.0,4.0,0.0,0,1,0,0,4.0943445622221
745.1666667,38.2,41.5,38.29,38.03,42.79,42.59,22.79,20.1,9.0,21.39,23.29,20.29,40.0,9.333333333,0.0,0,1,0,0,3.912023005428146
767.5,34.9,34.06,35.4,30.26,41.56,40.09,19.5,20.46333333,6.623333333,19.32333333,21.63333333,18.7,50.0,1.5,2.302585092994046,0,1,0,0,4.382026634673881
753.7333333,47.76,50.7,43.0,41.2,49.26,50.09,25.7,23.39,11.39,23.39,24.96333333,23.29,52.66666667,2.666666667,2.302585092994046,0,0,0,1,3.912023005428146
755.0,46.43333333,46.29,45.29,44.96111111,51.0,48.7675,19.89,18.29,9.8,17.66111111,17.7,17.075,64.33333333,8.333333333,0.0,0,0,0,0,3.4011973816621555
741.95,43.29,43.0,44.79,40.09,51.7,49.09,21.7,19.1,11.39,18.79,22.1,19.03333333,40.0,9.0,0.0,1,0,0,0,3.688879454113936
766.2666667,35.5,40.66333333,35.26,27.29,39.4,38.32666667,21.7,20.29,-0.166666667,20.79,22.1,19.42666667,65.0,2.0,0.0,0,1,0,0,3.912023005428146
751.9333333,38.15666667,37.93333333,36.59,30.96333333,37.06,35.62666667,21.39,20.7,7.97,19.5,21.1,19.2,30.83333333,7.666666667,0.0,0,0,1,0,4.248495242049359
768.8666667,34.23,36.1,35.7,29.06666667,37.09,37.26666667,20.2,19.76,1.53,20.42666667,21.89,19.5,64.33333333,6.666666667,0.0,0,1,0,0,4.0943445622221
759.3333333,44.79,45.32666667,42.16333333,38.178,47.26666667,42.56666667,25.76,24.35666667,11.1,23.5,25.1,22.7,40.0,3.666666667,3.4011973816621555,0,0,0,1,4.248495242049359
756.15,37.16333333,34.3,37.554,34.29,38.79,37.2,25.2,24.29,19.26,23.2,24.39,21.89,33.5,1.5,0.0,0,0,0,1,5.247024072160486
757.0,39.37974026,38.56103896,37.8525974,36.96363636,42.11357143,40.75138528,24.91480519,23.86922078,15.68341991,23.30116883,24.1525974,22.1,62.0,2.0,0.0,0,0,0,1,3.912023005428146
757.3,35.36333333,35.86333333,35.76,36.12142857,43.46666667,38.885,23.7,22.89,9.426666667,22.6,23.29,20.95875,40.0,2.0,0.0,0,0,0,1,2.995732273553991
749.9166667,36.59,37.29,37.23,35.96,43.925,40.9,20.39,19.1,0.0,18.7,20.025,17.76,20.33333333,3.166666667,0.0,1,0,0,0,3.4011973816621555
753.6,42.0,45.73,39.29,35.9,45.7,45.73,23.6,21.76,4.06,20.934,23.0,20.39,5.0,0.666666667,0.0,0,0,1,0,4.0943445622221
770.0,39.02666667,36.76666667,36.9,25.39,33.22333333,38.53,21.06666667,19.39,-1.845,20.76,22.6,18.29,32.66666667,1.0,3.4011973816621555,1,0,0,0,4.787491742782046
765.9833333,36.2,38.29,36.0,27.5,40.26,38.79,22.6,20.7,1.7,20.0,22.7,19.6,56.66666667,4.0,0.0,0,1,0,0,3.912023005428146
764.4166667,37.09,33.86333333,37.59,31.29,37.03,38.83125,23.29,23.1,14.8,22.1,23.29,20.39,40.0,4.166666667,0.0,0,0,0,1,4.0943445622221
760.6,38.79,39.09,39.29,33.465,41.5,39.2,18.39,16.2,4.8,16.245,17.79,15.8,21.0,6.0,0.0,0,0,0,0,3.912023005428146
764.5,39.29,38.0675,42.16333333,38.9,45.72666667,41.46666667,21.5,21.26,0.5,19.7,21.5,17.76,21.5,2.166666667,0.0,0,0,0,0,3.4011973816621555
760.2,38.29,37.06,37.79,32.12666667,39.26,41.06666667,22.39,21.0,12.53333333,21.03333333,22.66666667,20.42666667,32.66666667,3.666666667,0.0,0,0,1,0,3.912023005428146
750.1,37.5,40.03,37.09,32.86333333,37.86333333,38.79,22.79,20.7,8.533333333,21.39,24.1,20.26,40.0,6.833333333,0.0,0,1,0,0,4.382026634673881
770.2,44.03,44.09,41.9,39.18777778,47.09611111,43.56,17.39,15.19,7.866666667,15.6,16.36777778,15.06666667,45.0,4.0,2.302585092994046,0,0,0,0,5.521460917862246
762.3,45.23,44.26,43.925,41.725,50.37555556,45.5,19.4175,16.7,8.89,16.79,17.76,16.1,40.0,10.0,2.302585092994046,0,0,0,0,4.382026634673881
762.9166667,32.92666667,32.16333333,34.3,23.2,30.13,38.2,22.66666667,19.7,5.623333333,22.53333333,22.89,18.5,40.0,4.166666667,0.0,1,0,0,0,5.634789603169249
757.1,35.53,35.06,35.62666667,32.36,38.73,36.62666667,20.1,19.03333333,2.19,19.39,20.6,18.1,26.0,7.666666667,0.0,1,0,0,0,3.912023005428146
764.4833333,36.93,38.23333333,34.73,29.79,39.53,37.7,22.35666667,21.29,9.533333333,19.39,22.0,19.7,38.16666667,1.0,0.0,0,0,0,1,3.912023005428146
762.2,47.1,44.095,44.68777778,44.4,50.59,48.9,21.89,20.0,10.56666667,18.5,20.1,18.6,38.16666667,5.833333333,0.0,1,0,0,0,3.912023005428146
752.1,40.03,44.4,39.09,37.43333333,39.878,44.03,22.7,20.2,2.53,21.6,22.29,20.2,21.66666667,2.0,0.0,0,0,1,0,3.4011973816621555
755.2,41.96666667,45.845,39.23,38.06,42.4,42.15,22.82333333,19.7,9.463333333,20.0,21.2,19.4725,30.83333333,6.0,2.302585092994046,0,1,0,0,6.536691597591305
732.95,39.9,40.73,40.59,37.27555556,44.79,42.13333333,21.39,19.2,3.466666667,19.1,21.79,18.0,28.5,2.166666667,0.0,1,0,0,0,3.912023005428146
756.5666667,36.86333333,39.4,36.7,34.23,47.4,39.96666667,22.89,19.66666667,6.763333333,19.2,21.7,19.0,24.66666667,2.0,0.0,0,0,1,0,4.0943445622221
764.1,40.29,39.2,42.7,40.82666667,50.4,45.7,21.2,19.89,0.733333333,19.42666667,20.7,17.79,34.0,3.0,0.0,0,0,0,0,3.912023005428146
764.55,39.6,39.2,40.32666667,34.5,39.53,38.13333333,21.0,21.16666667,-3.814444444,20.56666667,22.1,17.89,28.33333333,2.833333333,2.995732273553991,0,0,0,0,4.787491742782046
765.2333333,33.72333333,34.09,34.06666667,31.63333333,38.43333333,39.63333333,19.73,20.2,4.73,19.03333333,20.29,18.29,51.33333333,2.0,2.302585092994046,0,1,0,0,3.4011973816621555
763.5166667,34.8,35.93333333,37.625,27.66333333,38.3725,38.73,20.315,18.7,-5.712,18.53333333,20.79,18.0,63.16666667,1.0,0.0,1,0,0,0,4.0943445622221
745.9666667,48.29,49.79,44.4,42.82666667,51.09,48.20428571,26.6,25.1,13.5975,24.89,26.39,24.25142857,27.5,2.833333333,0.0,0,0,0,1,4.0943445622221
762.3666667,39.9,39.7,42.2,41.79,49.09,47.29,20.53333333,19.29,0.5,18.6,19.79,17.89,48.66666667,3.0,0.0,0,0,0,0,4.0943445622221
746.85,48.76,46.34,44.26666667,41.46666667,47.09,46.9,26.8,24.89,17.075,24.76,25.7,24.1,54.16666667,2.166666667,2.995732273553991,0,0,0,1,5.799092654460526
757.0,38.59,36.09,34.62666667,29.29333333,36.878,38.59,24.6,22.6,10.68428571,21.76,23.89,20.79,40.0,5.0,0.0,0,0,1,0,4.700480365792417
749.3,38.4,42.7,37.53,33.59,42.565,42.36333333,22.89,20.29,5.971111111,20.79,22.79,20.5,40.0,8.0,0.0,0,1,0,0,4.0943445622221
758.7,44.5,42.36333333,44.772,39.07555556,48.26388889,48.0,21.6,20.5,3.663333333,18.29,20.32333333,18.2,29.0,3.833333333,3.4011973816621555,1,0,0,0,5.438079308923196
744.2,40.13333333,38.83333333,39.89,31.03333333,39.12666667,37.56,21.13333333,21.42666667,2.066666667,18.6,21.96333333,18.2,41.0,7.0,2.995732273553991,0,1,0,0,4.867534450455582
753.9833333,39.4,43.2675,38.4,37.7,40.5,42.86333333,22.29,20.63333333,5.026666667,21.29,21.6,20.6,25.83333333,2.833333333,0.0,0,0,1,0,3.912023005428146
763.1,35.33333333,36.36333333,36.798,27.06666667,37.32428571,37.76666667,20.14,19.53,-5.466666667,18.42666667,20.6,18.1,63.5,2.0,0.0,1,0,0,0,4.0943445622221
765.9166667,35.5,40.86333333,35.59,27.6,39.2,38.7,21.6,19.89,-1.193333333,20.6,21.89,19.39,62.16666667,1.0,0.0,0,1,0,0,3.688879454113936
750.35,40.29,41.76,38.5,33.03,41.7925,38.16333333,22.79,21.29,9.19,21.1,24.7225,20.29,40.0,5.5,2.995732273553991,0,1,0,0,3.912023005428146
758.1,40.16333333,40.7,38.82666667,34.59,46.03571429,38.62666667,25.2,24.23,9.745,23.29,25.0,22.42666667,29.0,4.333333333,2.995732273553991,0,0,0,1,4.0943445622221
748.3333333,38.2,40.16333333,36.7,32.71285714,40.66333333,36.4,21.6,21.2,5.656666667,20.6,23.39,19.5,40.0,2.833333333,2.302585092994046,0,0,1,0,4.0943445622221
761.8666667,34.1175,35.96666667,36.03,34.65666667,41.56,40.46666667,19.6,18.2,-0.666666667,19.63333333,20.35666667,18.1,22.66666667,4.0,2.302585092994046,1,0,0,0,3.688879454113936
746.95,44.02666667,41.5,43.2,34.9,43.23277778,41.4,21.7,18.7,6.56,19.1,22.5,19.1,40.0,8.0,0.0,1,0,0,0,5.634789603169249
752.3,39.33333333,35.4,37.79,36.96666667,43.44,40.9,26.5,25.7,25.67142857,24.2,24.5,23.6,40.0,3.0,2.995732273553991,0,0,0,1,6.016157159698354
749.3333333,43.46666667,40.545,39.0,36.2,42.56,43.65666667,26.23,21.6,16.72666667,21.79,24.6,20.7,40.0,7.0,0.0,0,0,1,0,4.605170185988092
750.5333333,40.9,43.16333333,39.0,34.09,45.5,40.73,23.0,21.42666667,9.566666667,21.0,24.1,20.35666667,40.0,6.833333333,0.0,0,1,0,0,3.912023005428146
764.4,41.7,45.62666667,39.32666667,28.92666667,36.79,38.0,21.1,20.42666667,6.4,21.0,23.2,19.7,63.0,5.0,0.0,0,1,0,0,5.736572297479192
751.8666667,38.5,37.62666667,38.2,38.554,41.4,43.47,26.39,24.73,15.52714286,24.29,24.39,23.23857143,40.0,2.0,0.0,0,0,0,1,3.912023005428146
750.8666667,37.66333333,37.53,36.9,30.79,39.46333333,35.46666667,20.2,20.6,6.09,19.7,21.22666667,17.89,40.0,7.666666667,0.0,1,0,0,0,4.605170185988092
760.8,42.82666667,42.09,44.59,34.58,43.36944444,44.2,22.0,21.79,5.4,19.08888889,21.34555556,18.6,40.0,6.0,2.302585092994046,1,0,0,0,5.393627546352362
753.6,41.7,36.06,38.79,37.29,39.656,42.554,24.29,23.39,16.99333333,23.1,22.79,22.6,40.0,2.0,0.0,0,0,0,1,3.912023005428146
765.9,42.5,41.9,43.79,38.145,48.515,47.96666667,22.5,20.35666667,1.29,18.58333333,22.1,18.39,23.0,3.0,0.0,1,0,0,0,3.912023005428146
756.2,38.7,42.29,39.2,38.16333333,44.66333333,42.0,22.39,20.7,5.9,20.46333333,22.39,19.6,65.0,2.0,0.0,0,1,0,0,3.912023005428146
749.1,43.7,42.59,42.9,40.65666667,48.5,46.36,19.46333333,18.7,3.863333333,17.79,18.66666667,16.7,25.0,6.333333333,0.0,0,0,0,0,4.248495242049359
742.6,43.16333333,42.76,44.76,39.96111111,50.58333333,48.06,21.66666667,19.16666667,10.46333333,18.79,22.39611111,19.0,40.0,9.0,0.0,1,0,0,0,2.995732273553991
743.9666667,39.16333333,39.59,38.53,32.12666667,36.01666667,38.06,23.53333333,21.16666667,8.566666667,21.56666667,23.29,20.46333333,40.0,5.0,0.0,0,1,0,0,4.700480365792417
742.2,36.29,38.46666667,35.7,30.76,40.43333333,37.29,20.2,18.32333333,6.2175,18.1,21.35666667,18.2,58.5,1.5,0.0,0,1,0,0,4.248495242049359
751.9,42.96666667,45.86333333,39.66333333,38.46666667,44.23,42.4,21.66666667,19.6,11.86,19.89,21.29,19.42666667,64.0,4.0,0.0,0,0,1,0,4.0943445622221
732.3166667,39.93333333,40.43333333,40.59,36.745,43.23833333,41.02666667,21.39,19.29,3.7,19.07777778,21.79,18.0,36.0,2.0,2.302585092994046,1,0,0,0,4.248495242049359
768.1,36.2,39.09,36.43333333,28.73333333,33.13333333,38.9,20.29,20.0,2.156666667,20.7,23.6,18.96333333,55.0,3.0,0.0,0,1,0,0,4.248495242049359
760.1333333,45.63333333,44.86333333,44.93333333,47.44166667,51.53388889,51.2,21.23,19.5,11.5,19.29,20.2,17.79,23.66666667,8.0,2.302585092994046,1,0,0,0,4.0943445622221
749.6333333,39.09,39.0,43.4,42.4,49.46666667,47.4,21.2,18.5,0.9,18.5,19.39,17.2,49.0,10.33333333,0.0,0,0,0,0,3.912023005428146
767.4,43.26,43.5,41.4,38.29,46.2,42.66333333,17.5,15.3,6.226666667,15.69,16.6,15.1,39.0,4.0,0.0,0,0,0,0,3.688879454113936
755.25,40.7675,36.66857143,38.59,35.2,39.716,40.7,24.6,23.7,19.96,23.6,23.56,22.6,40.0,2.666666667,0.0,0,0,0,1,4.382026634673881
754.3833333,38.56,40.63125,32.82666667,35.5,40.79,45.5,24.5,25.0,9.19,24.66666667,25.7,23.92142857,26.66666667,4.833333333,0.0,0,0,0,1,4.248495242049359
761.5,39.46666667,40.44285714,37.9,32.79,40.254,38.12666667,25.76428571,23.66666667,8.39,23.5,25.83,22.7,45.16666667,1.0,0.0,0,0,0,1,4.382026634673881
752.3666667,43.59,46.0,39.63333333,36.66333333,43.12666667,42.5,24.06666667,22.2,7.092857143,21.0,23.39,20.32333333,30.66666667,1.333333333,0.0,0,0,1,0,4.499809670330265
758.8,38.7,39.09,39.09,32.06,42.93333333,39.36333333,19.2,18.5,-5.977777778,17.46333333,20.2,16.39,60.0,1.0,0.0,0,0,0,0,3.688879454113936
758.0333333,36.59,39.59,34.36,32.59571429,38.62666667,36.745,22.82333333,21.64,4.466666667,21.39,22.79,20.39,30.66666667,3.333333333,2.302585092994046,0,0,1,0,4.248495242049359
756.1333333,42.06,42.46666667,41.26,37.7,43.62666667,41.7,21.16666667,21.5,6.933333333,18.89,20.5,18.5,32.0,5.0,0.0,1,0,0,0,4.0943445622221
762.5,36.4,39.0,36.16333333,30.89,42.0,37.59,21.79,20.2,5.4,19.7,22.6,19.6,61.66666667,3.0,0.0,0,1,0,0,3.912023005428146
753.8666667,41.23,43.334,39.13333333,40.59,43.66857143,43.834,24.66666667,23.1,10.1,23.2675,23.6,22.7,20.33333333,1.0,0.0,0,0,0,1,4.0943445622221
759.8,38.86333333,34.59333333,35.96333333,30.15,38.46333333,36.29,23.23,22.89,19.32666667,22.39,22.6,20.2,29.0,4.0,0.0,0,0,1,0,4.787491742782046
761.3833333,45.86333333,42.26,42.75111111,38.44333333,44.59,44.9,21.27,20.7,6.633333333,18.1,20.39,18.2,38.0,6.666666667,2.302585092994046,1,0,0,0,6.396929655216146
747.8666667,43.93,38.53,39.61142857,39.63333333,45.98142857,44.596,28.0,25.7,24.0,25.42666667,25.12857143,24.5,32.66666667,5.333333333,0.0,0,0,0,1,6.429719478039138
752.0,42.09,37.59,39.0,35.79,41.2,41.43333333,23.13333333,23.46333333,15.16666667,21.5,22.07142857,21.39,40.0,3.0,0.0,0,0,1,0,3.912023005428146
751.1,40.36333333,45.2,39.7,37.7,42.29,43.09,23.0,20.2,2.23,21.29,22.7,20.39,21.0,1.5,0.0,0,0,1,0,3.912023005428146
764.2,36.9,36.26,38.09,28.98777778,36.71277778,37.86333333,18.56666667,18.39,2.43,18.29,19.72,16.1,43.5,1.0,0.0,0,0,0,0,3.688879454113936
754.1,38.66333333,41.12666667,38.0,35.76666667,38.02666667,40.82666667,22.6,20.89,7.0,21.29,22.2,20.6,40.0,3.5,0.0,0,0,1,0,3.4011973816621555
747.9833333,37.09,35.72333333,35.09,30.35666667,38.7,35.62666667,21.85666667,20.89,6.866666667,20.26,21.89,19.7,40.0,7.0,0.0,0,0,1,0,3.912023005428146
750.8333333,37.53,37.36333333,36.82666667,30.86285714,39.16333333,35.32666667,20.23,20.6,6.366666667,19.82,21.36,17.96333333,40.0,7.833333333,0.0,1,0,0,0,4.248495242049359
754.2666667,39.09,41.59,38.5,34.26,45.82666667,40.62666667,22.7,21.1,6.763333333,20.66666667,23.7,20.29,31.33333333,1.0,0.0,0,1,0,0,2.995732273553991
766.5333333,36.96666667,41.23,37.5,31.0,45.2,40.79,20.29,19.26,-0.1,19.5,21.39,18.5,31.0,1.0,0.0,0,1,0,0,3.688879454113936
752.0333333,42.25666667,38.49333333,38.29,42.036,44.554,46.03,26.1,24.16666667,21.776,23.89,24.434,22.89,31.33333333,1.0,0.0,0,0,0,1,5.991464547107982
765.55,38.26,36.46666667,39.73,37.33333333,44.33333333,40.65666667,22.32333333,21.6,0.7,19.89,20.53333333,18.0,34.5,2.0,0.0,0,0,0,0,4.867534450455582
755.0,39.29,40.2,37.62666667,34.4,40.93,39.76666667,20.79,19.85666667,2.3,18.79,20.2,17.89,55.0,1.0,0.0,1,0,0,0,5.135798437050262
743.8166667,37.4,37.66333333,38.59,32.4,45.56,40.7,20.89,19.73,2.2,18.5,21.1,18.2,30.0,5.833333333,0.0,0,1,0,0,3.4011973816621555
759.95,45.2225,44.59,44.06,42.29,48.73388889,47.86333333,20.35666667,18.79,9.245,17.7,18.24,17.26,40.0,8.833333333,0.0,0,0,0,0,3.912023005428146
767.5,46.69666667,43.7,46.76666667,41.045,52.42777778,48.53,18.96,18.82666667,6.226666667,15.6,18.0,15.5,40.0,5.0,2.995732273553991,0,0,0,0,6.565264970035361
744.3,37.29,39.62666667,36.59,30.76,35.79,35.9,20.1,18.0,3.59,18.39,21.2,18.0,25.0,3.0,2.995732273553991,0,1,0,0,4.499809670330265
741.3,37.5,38.09,38.09,31.32388889,38.02388889,37.96666667,21.39,19.46333333,2.863333333,19.5,23.37333333,18.5,40.0,1.0,3.4011973816621555,1,0,0,0,4.0943445622221
764.6833333,35.4,37.09,38.59,29.79,41.2,39.79,20.56666667,18.79,-5.03,18.89,21.2,18.1,27.33333333,1.833333333,0.0,1,0,0,0,4.0943445622221
754.1166667,38.06,40.59,38.09,33.86333333,41.1175,37.96666667,20.1,19.5,5.06,18.39,20.7675,17.5,40.0,5.833333333,0.0,0,1,0,0,3.688879454113936
757.6333333,55.9,45.63333333,46.41071429,41.43277778,48.83833333,47.2,22.02142857,20.5,6.123333333,18.6,20.725,18.2,38.16666667,6.0,2.302585092994046,1,0,0,0,4.605170185988092
755.5666667,36.9,36.06,36.42857143,28.0,36.2,37.93333333,19.7,19.86,4.126666667,17.79,20.0,17.79,21.33333333,4.0,2.995732273553991,1,0,0,0,5.298317366548036
752.8,40.7,38.86333333,38.4,34.66666667,38.5,41.63333333,22.29,21.42666667,12.6,21.1,21.29,20.79,40.0,7.0,0.0,0,0,1,0,3.688879454113936
745.9,45.25666667,42.43,42.7,38.64666667,43.74111111,41.46666667,21.0,19.13333333,5.123333333,19.93277778,22.84,18.96333333,29.0,2.0,2.302585092994046,1,0,0,0,4.700480365792417
754.3,38.36333333,38.09,39.7,37.0,43.645,42.86333333,20.39,20.10925926,3.395,17.89,18.55,17.26,29.0,8.0,2.302585092994046,0,0,0,0,5.966146739123692
756.2666667,47.99666667,45.69333333,45.76,44.525,50.91111111,49.975,22.42666667,20.945,8.69,18.7,20.1,18.2,36.33333333,5.333333333,0.0,1,0,0,0,3.912023005428146
760.1666667,34.79,32.2,35.4,28.6,38.4,36.4,23.0,22.9725,20.66666667,22.6,22.03333333,20.2,40.0,4.0,0.0,0,0,1,0,4.499809670330265
759.5666667,38.7,41.59,37.29,33.46666667,39.5,37.79,22.2,20.29,8.19,20.29,21.89,20.0,38.16666667,2.166666667,0.0,0,0,1,0,3.4011973816621555
755.65,45.59,41.0,40.12666667,42.978,48.79,46.59,28.2,24.7,25.76333333,24.0,24.0,23.16666667,22.0,2.0,0.0,0,0,0,1,4.382026634673881
748.5333333,37.56333333,37.745,34.9,29.63333333,38.26666667,34.33333333,21.65,20.5,7.1,20.2,22.06666667,19.5,40.0,6.0,0.0,0,0,1,0,6.380122536899765
756.9666667,33.59,33.8175,35.4,25.96333333,34.03,38.53,20.2,19.39,4.156666667,20.1,21.89,18.03333333,21.33333333,2.666666667,0.0,1,0,0,0,4.605170185988092
757.4,36.22333333,33.552,34.7,30.35666667,35.754,31.85,24.89,25.1,13.73333333,24.5,26.16,23.1,28.66666667,6.333333333,2.302585092994046,0,0,0,1,4.867534450455582
761.6,38.76,38.9,39.2,33.2,41.59,39.7,18.5,16.29,3.73,16.29,18.0,15.89,23.66666667,5.833333333,0.0,0,0,0,0,3.4011973816621555
752.35,43.7,42.99666667,40.2,39.29,44.79,42.12666667,21.6,20.13333333,15.075,20.0,21.29,20.2,31.5,4.5,0.0,0,0,1,0,4.0943445622221
751.25,41.5,43.62666667,39.93,35.62666667,39.9675,39.59,23.5,22.1,12.6,21.06666667,21.7225,20.5,40.0,1.0,0.0,0,0,1,0,4.0943445622221
759.8333333,38.29,40.23,37.29,33.06,39.36333333,37.79,22.2,20.5,8.8,20.5,22.1,20.2,40.0,1.0,0.0,0,0,1,0,3.912023005428146
750.8833333,42.03,40.845,43.46666667,45.79166667,50.46111111,46.7,21.26,19.42666667,8.19,18.36,20.755,16.73,32.66666667,7.0,0.0,0,0,0,0,4.941642422609304
745.5333333,36.7,39.9,36.59,31.29,38.5,36.7,19.79,20.49666667,7.06,17.89,20.5,17.5,40.0,4.333333333,0.0,0,1,0,0,4.382026634673881
762.4,36.29,38.06,35.045,29.0,36.06666667,34.53,22.2,21.29,6.9,19.2,23.03333333,19.23,21.0,2.5,0.0,0,1,0,0,4.787491742782046
